STOP_ID;X;Y;TIPO;CALLE;NUMERO;ENTRE1;ENTRE2
1000086;-58.4327908137487;-34.5923809470;PARADAS CON REFUGIO;CORDOBA AV.;4859;ARMENIA;GURRUCHAGA
1005465;-58.5140298647844;-34.6016371880;PARADA NO OFICIAL;NUEVA YORK;4224;;GUALEGUAYCHU
1002096;-58.4497660921390;-34.5544664433;PARADAS CON REFUGIO;DEL LIBERTADOR AV.;6250;BLANCO ENCALADA;OLAZABAL
1006607;-58.4941044948861;-34.5623407465;PARADAS CON REFUGIO;LARRALDE, CRISOLOGO AV.;5187;;
1004767;-58.4844741311517;-34.5757583663;PARADAS DE POSTE;OLAZABAL AV.;4920;;TRIUNVIRATO AV.
1003500;-58.4704901742478;-34.5782878869;PARADAS DE POSTE;ALVAREZ THOMAS AV.;2091;;
1001215;-58.3807347395108;-34.6013117395;PARADAS DE POSTE;TUCUMAN;987;SUIPACHA;PELLEGRINI, CARLOS
1003957;-58.4504349445881;-34.6062415444;PARADA NO OFICIAL;VIALE, LUIS;759;;
1004561;-58.5245069558601;-34.6228713798;PARADAS CON REFUGIO;NAZARRE;5895;NAZARRE;
1001497;-58.4178717614859;-34.6326129854;PARADAS CON REFUGIO;CASTRO BARROS;1681;GARAY, JUAN DE AV.;INCLAN
1003521;-58.4449015160242;-34.6330113688;PARADAS CON REFUGIO;PERON, EVA AV.;1448;;
1006066;-58.4907747849381;-34.6358623945;PARADA NO OFICIAL;RIVADAVIA AV.;8981;;
1006230;-58.5043859446249;-34.6589928369;PARADAS DE POSTE;DE LA TORRE, LISANDRO AV.;2106;;
1005900;-58.4770641269793;-34.5388418869;PARADA NO OFICIAL;ZUFRIATEGUI, JUAN;1586;CABILDO AV.;VIDAL
20427;-58.4728621391468;-34.5426755288;;;;;
1003384;-58.4866538910555;-34.5528946622;PARADA NO OFICIAL;TRONADOR;4120;BESARES;VILELA
1007280;-58.4560925296907;-34.5577136201;PARADAS DE POSTE;ARCOS;2387;;
1003444;-58.4673817311798;-34.5577516629;PARADA NO OFICIAL;CRAMER;2916;QUESADA;CONGRESO AV.
1001936;-58.4097945099698;-34.5587711917;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;3460;SARMIENTO AV.;LA PAMPA
1001927;-58.4050427929724;-34.5639904370;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;2281;LA PAMPA;SARMIENTO AV.
2509;-58.4205481332696;-34.5723640249;;;;;
14567;-58.5054004015202;-34.5749378875;;;;;
1004215;-58.5121805987815;-34.5768761714;PARADAS CON REFUGIO;PAZ, GRAL. AV. COLECTORA;5314;SOTO, ANTONIO;EZEIZA
3264;-58.5065352971559;-34.5814799419;;;;;
1003636;-58.4687702795580;-34.5827479977;PARADA NO OFICIAL;FRAGA;1826;;
1000897;-58.4352827209205;-34.5831845293;PARADA NO OFICIAL;FITZ ROY;1808;COSTA RICA;EL SALVADOR
1000505;-58.4025571260730;-34.5835506153;PARADAS CON REFUGIO;LAS HERAS GENERAL AV.;2914;BILLINGHURST;SANCHEZ DE BUSTAMANTE
1000097;-58.4443375988491;-34.5847204265;PARADAS CON REFUGIO;CORDOBA AV.;5981;RAVIGNANI, EMILIO, DR.;AREVALO
1000656;-58.4268268249151;-34.5851392464;PARADAS DE POSTE;THAMES;2038;GUATEMALA;SOLER
3785;-58.4692868843489;-34.5870552581;;;;;
14263;-58.3794497097895;-34.5900748392;;;;;
7491;-58.5217842226174;-34.5959425325;;;;;
1000080;-58.4266299826744;-34.5962481715;PARADA NO OFICIAL;CORDOBA AV.;4267;PRINGLES;ESTADO DE PALESTINA
1004017;-58.4335322927437;-34.5966341197;PARADAS DE POSTE;SCALABRINI ORTIZ, RAUL AV.;779;;
1001925;-58.4214619747215;-34.5976534822;PARADAS CON REFUGIO;CORDOBA AV.;3885;;
1000460;-58.4109977651101;-34.5979694151;PARADAS CON REFUGIO;CORDOBA AV.;3137;AGUERO;GALLO
4959;-58.4081479690345;-34.5980689599;;;;;
1001588;-58.3773829629475;-34.5987629375;PARADAS DE POSTE;CORDOBA AV.;731;MAIPU;ESMERALDA
5083;-58.4359304737564;-34.5991957958;;;;;
5618;-58.4377397274842;-34.6030428753;;;;;
1004061;-58.4884694593218;-34.6033046238;PARADAS DE POSTE;NAZCA AV.;2826;SASTRE, MARCOS;SASTRE, MARCOS
1005131;-58.5090446665612;-34.6066795055;PARADA NO OFICIAL;GUALEGUAYCHU;3108;VARELA;SIMBRON
1001010;-58.3714711103954;-34.6077780559;PARADAS CON REFUGIO;RIVADAVIA AV.;363;BALCARCE;RECONQUISTA
1001014;-58.3714711103954;-34.6077780559;PARADAS CON REFUGIO;RIVADAVIA AV.;363;;RECONQUISTA
1001019;-58.3714711103954;-34.6077780559;PARADAS CON REFUGIO;RIVADAVIA AV.;363;25 DE MAYO;RECONQUISTA
1001021;-58.3714711103954;-34.6077780559;PARADAS DE POSTE;RIVADAVIA AV.;371;25 DE MAYO;RECONQUISTA
1002539;-58.4190571140479;-34.6086209666;PARADA NO OFICIAL;DIAZ VELEZ AV.;3722;;
6356;-58.3848659470909;-34.6086882077;;;;;
1002592;-58.4176112553352;-34.6096097102;PARADAS DE POSTE;MITRE, BARTOLOME;3610;;
1001818;-58.3892670907610;-34.6101424975;PARADAS DE POSTE;YRIGOYEN, HIPOLITO AV.;1628;SOLIS;CEVALLOS, VIRREY
1001657;-58.3909268883046;-34.6103029415;PARADAS DE POSTE;YRIGOYEN, HIPOLITO AV.;1750;ENTRE RIOS AV.;SOLIS
1001658;-58.3909268883046;-34.6103029415;PARADAS DE POSTE;YRIGOYEN, HIPOLITO AV.;1752;ENTRE RIOS AV.;SOLIS
1001120;-58.3974338746615;-34.6120042563;PARADAS DE POSTE;PASCO;212;MORENO;ALSINA, ADOLFO
6981;-58.4147840371517;-34.6130532206;;;;;
1004484;-58.5297710906260;-34.6142024940;PARADAS CON REFUGIO;PAZ, GRAL. AV. COLECTORA;;MORAN PEDRO;MOLIERE
1004468;-58.5093922677795;-34.6145035261;PARADA NO OFICIAL;BAIGORRIA;4689;;JUAREZ, BENITO
1004070;-58.4867898044180;-34.6157108883;PARADAS DE POSTE;CAMARONES;3406;CERVANTES;LLAVALLOL
1001312;-58.4186874784166;-34.6158736285;PARADAS CON REFUGIO;BELGRANO AV.;3710;CASTRO BARROS AV.;COLOMBRES
1001294;-58.4056112327830;-34.6160066619;PARADAS DE POSTE;REPUBLICA BOLIVARIANA DE VENEZUELA;2795;;JUJUY AV.
1001485;-58.4273193161481;-34.6167836313;PARADAS DE POSTE;MUÑIZ;274;QUITO;BELGRANO
1000064;-58.3657655787324;-34.6169982798;PARADAS CON REFUGIO;MOREAU DE JUSTO, ALICIA AV.;1600;EYLE, PETRONA;EZCURRA, ENCARNACION
1002034;-58.3873995269050;-34.6182118416;PARADAS DE POSTE;SAENZ PEÑA, LUIS, PRES.;822;;
1003320;-58.4379579674253;-34.6185196191;PARADAS DE POSTE;HIDALGO;24;YERBAL;RIVADAVIA AV.
1004305;-58.4347872948995;-34.6228118162;PARADA NO OFICIAL;MORENO, JOSE MARIA AV.;395;ALBERDI, JUAN BAUTISTA AV.;FORMOSA
8586;-58.3857997400015;-34.6239327189;;;;;
1002257;-58.4665968117622;-34.6249044630;PARADAS DE POSTE;AVELLANEDA AV.;2534;;
1003254;-58.4535280127176;-34.6255255875;PARADAS DE POSTE;RIVADAVIA AV.;6178;MORELOS;ALVAREZ, DONATO, TTE. GRAL. AV.
1004554;-58.5270608608697;-34.6256777121;PARADA NO OFICIAL;NOGOYA;6112;;
8903;-58.3857512985541;-34.6261116355;;;;;
1002222;-58.4584408708332;-34.6274650038;PARADAS DE POSTE;RIVADAVIA AV.;6560;;
1001538;-58.4159940187855;-34.6284369802;PARADAS DE POSTE;BOEDO AV.;1261;CONSTITUCION;TARIJA
1006362;-58.4762247003087;-34.6323255288;PARADA NO OFICIAL;RIVADAVIA AV.;7945;;
1006302;-58.4790842897150;-34.6332594849;PARADAS DE POSTE;RIVADAVIA AV.;8210;;
10063;-58.3825039849166;-34.6341048785;;;;;
1005398;-58.4873256421998;-34.6354047924;PARADA NO OFICIAL;LACARRA;10;;
1006075;-58.4918071696798;-34.6361140638;PARADA NO OFICIAL;RIVADAVIA AV.;9085;;
1006325;-58.4969444651956;-34.6371922965;PARADA NO OFICIAL;RIVADAVIA AV.;9418;;
10617;-58.4878763157336;-34.6381058164;;;;;
1004671;-58.4498182498679;-34.6387356465;PARADAS DE POSTE;CARABOBO AV.;1189;;
1003556;-58.4556042356180;-34.6403565527;PARADAS DE POSTE;PERON, EVA AV.;2483;;
14345;-58.4853336864897;-34.6459538223;;;;;
11816;-58.4263678084525;-34.6460578303;;;;;
1005175;-58.4060708288233;-34.6468369552;PARADAS DE POSTE;GRITO DE ASENCIO;3168;;
1007035;-58.4493063448847;-34.6471793275;PARADAS CON REFUGIO;VARELA AV.;1791;SARAZA;CASTAÑARES AV.
1005774;-58.5270044924317;-34.6499217122;PARADA NO OFICIAL;SUAREZ, JOSE LEON;993;;
1006795;-58.4250743174727;-34.6501004698;PARADAS DE POSTE;MORENO, PERITO AV.;1281;VEDIA, AGUSTIN DE;
1005839;-58.4079939901148;-34.6501958177;PARADA NO OFICIAL;PEPIRI;1093;;
20353;-58.4163666602150;-34.6516789352;;;;;
1006588;-58.4938825773207;-34.6531544092;PARADAS DE POSTE;DIRECTORIO AV.;5349;;
1005886;-58.4165902783664;-34.6537058865;PARADA NO OFICIAL;SAENZ AV.;1151;;
1006531;-58.4174656857924;-34.6547765908;PARADA NO OFICIAL;RABANAL, FRANCISCO, INTENDENTE AV.;1317;;
1006083;-58.4352328693916;-34.6584668019;PARADA NO OFICIAL;VARELA AV.;3112;;
20348;-58.4330134430965;-34.6614990532;;;;;
395;-58.5003311880766;-34.6624265935;;;;;
13347;-58.4725153392206;-34.6627727756;;;;;
1006454;-58.5003849002161;-34.6629251150;PARADAS DE POSTE;DE LOS CORRALES AV.;6532;;
13454;-58.4840423761503;-34.6652117227;;;;;
13547;-58.4794843812383;-34.6674716524;;;;;
1006837;-58.4910715879551;-34.6797823506;PARADAS DE POSTE;BARCA CABO DE HORNOS;6710;;
13901;-58.4793587551397;-34.6807380731;;;;;
1007273;-58.4793259792762;-34.6921603826;PARADA NO OFICIAL;PAZ, GRAL. AV. COLECTORA;;SOLDADO JUAN RAVA;ROOSEVELT
14180;-58.4755277044701;-34.6936961013;;;;;
20447;-58.4838928673360;-34.5234562023;;;;;
20438;-58.4791899696606;-34.5321301164;;;;;
20436;-58.4783707266325;-34.5340206135;;;;;
1002714;-58.4661043049065;-34.5369749085;PARADA NO OFICIAL;DEL LIBERTADOR AV.;;DEHEZA;PICO
1002713;-58.4652317405451;-34.5386919965;PARADAS CON REFUGIO;DEL LIBERTADOR AV.;8360;ARIAS;RAMALLO
1002343;-58.4657598048122;-34.5394729381;PARADAS DE POSTE;RAMALLO;1691;11 DE SEPTIEMBRE DE 1888;DEL LIBERTADOR AV.
1003353;-58.4752278489177;-34.5406293440;PARADA NO OFICIAL;SAN ISIDRO LABRADOR AV.;4802;PICO;VEDIA
664;-58.4784843238308;-34.5406989129;;;;;
1006657;-58.4809396048691;-34.5419601723;PARADAS DE POSTE;VEDIA;2980;;
1006975;-58.4443224270264;-34.5424691403;PARADAS CON REFUGIO;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);;;
20213;-58.4413699108054;-34.5434085337;;;;;
20145;-58.4410979074553;-34.5437892516;;;;;
1003614;-58.4858238024199;-34.5441477715;PARADAS DE POSTE;VEDIA;3414;;
1006653;-58.4858238024199;-34.5441477715;PARADAS DE POSTE;VEDIA;3414;;
1003358;-58.4859354769205;-34.5451845712;PARADA NO OFICIAL;PICO;3599;SUPERI;PEREZ, ROQUE
15901;-58.4899207364523;-34.5452886672;;;;;
1006973;-58.4392812353925;-34.5453592307;PARADA NO OFICIAL;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL);GUIRALDES, INT.
20144;-58.4411720924823;-34.5453889494;;;;;
1003360;-58.4752142683495;-34.5474970681;PARADA NO OFICIAL;CRAMER AV.;4010;BESARES;VILELA
20421;-58.4693256731640;-34.5475995667;;;;;
1006968;-58.4310273636691;-34.5479048138;PARADAS DE POSTE;OBLIGADO RAFAEL, AV.COSTANERA;6581;LA PAMPA;GUIRALDES, INT.
1006967;-58.4310381945767;-34.5480452498;PARADAS DE POSTE;OBLIGADO RAFAEL, AV.COSTANERA;6561;LA PAMPA;GUIRALDES, INT.
14397;-58.4363333688617;-34.5496622236;;;;;
1006991;-58.4303385878825;-34.5499683266;PARADAS DE POSTE;OBLIGADO RAFAEL, AV.COSTANERA;6300;GUIRALDES, INT.;LA PAMPA
1007293;-58.4935320904132;-34.5499867720;PARADA NO OFICIAL;MACHAIN;4716;;
1043;-58.4701573565151;-34.5500542323;;;;;
1003390;-58.4908447490520;-34.5500564154;PARADAS DE POSTE;HOLMBERG;4595;RAMALLO;ARIAS
1006993;-58.4298238737229;-34.5504863937;PARADA NO OFICIAL;OBLIGADO RAFAEL, AV.COSTANERA;;;LA PAMPA
1089;-58.4904120376935;-34.5507767011;;;;;
1007299;-58.4686288209670;-34.5508291237;PARADA NO OFICIAL;NUÑEZ;2510;;
1003385;-58.4878556556414;-34.5512827983;PARADA NO OFICIAL;TRONADOR;4326;CORREA;RUIZ HUIDOBRO AV.
1142;-58.4367409896121;-34.5516096601;;;;;
1002089;-58.4425685006165;-34.5522470990;PARADAS DE POSTE;MENDOZA;956;HUSARES;DRAGONES
14463;-58.5012639229711;-34.5522734027;;;;;
1002078;-58.4380692350031;-34.5524413978;PARADA NO OFICIAL;ECHEVERRIA;;RAMSAY;CASTAÑEDA
1001952;-58.4197206852216;-34.5540528105;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;4986;CONSTITUCION;LA PAMPA
1006601;-58.4777926411065;-34.5542221540;PARADA NO OFICIAL;LARRALDE, CRISOLOGO AV.;3499;;
1002083;-58.4431824719105;-34.5554504412;PARADAS DE POSTE;ECHEVERRIA;;ARTILLEROS;CAZADORES
1394;-58.4871353479984;-34.5554912796;;;;;
1004208;-58.5024908880833;-34.5562116469;PARADAS CON REFUGIO;PAZ, GRAL. AV. COLECTORA;4486;ANDONAEGUI;BALBIN, RICARDO, DR. AV.
1474;-58.4727817436774;-34.5568090022;;;;;
1480;-58.4797212746715;-34.5569698590;;;;;
1002626;-58.4656089372845;-34.5571392486;PARADAS DE POSTE;CONGRESO AV.;2742;;
1007303;-58.4555530713137;-34.5571682194;PARADA NO OFICIAL;BLANCO ENCALADA;2012;;
1003342;-58.4776080614328;-34.5576093615;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;3308;MELIAN AV.;PEDRAZA, MANUELA
1517;-58.4773578255744;-34.5576258996;;;;;
1006626;-58.4893108540002;-34.5576986634;PARADAS DE POSTE;ACHA, MARIANO, GRAL.;3797;LARRALDE, CRISOLOGO AV.;JARAMILLO
1002737;-58.4489099151312;-34.5588973577;PARADAS DE POSTE;ECHEVERRIA;1688;;
1002746;-58.4497637742348;-34.5589564888;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;ECHEVERRIA;JURAMENTO
1607;-58.4729534263745;-34.5594789678;;;;;
1002734;-58.4485627286075;-34.5596495104;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;ECHEVERRIA;SUCRE, ANTONIO JOSE DE, MCAL.
1002751;-58.4484597250566;-34.5597595135;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;SUCRE, ANTONIO JOSE DE, MCAL.;ECHEVERRIA
1649;-58.4538364540023;-34.5603852441;;;;;
1003245;-58.4729145876950;-34.5609584130;PARADAS CON REFUGIO;CONGRESO AV.;3430;SUPERI;PEREZ, ROQUE
20761;-58.4570022918061;-34.5615820037;;;;;
1003367;-58.4703793684195;-34.5617183864;PARADAS DE POSTE;CONDE;2716;UGARTE, MANUEL;RIVERA, PEDRO I., DR.
1778;-58.4436344269042;-34.5628265805;;;;;
1002013;-58.4400378608057;-34.5629902578;PARADAS DE POSTE;MIGUELETES;1306;;
1903;-58.4974772470364;-34.5648473602;;;;;
1003207;-58.4611887920724;-34.5650425691;PARADAS DE POSTE;CRAMER AV.;2074;ECHEVERRIA;JURAMENTO
1002008;-58.4364971413327;-34.5650943486;PARADA NO OFICIAL;MIGUELETES;1010;;
1001888;-58.4201845357916;-34.5652853068;PARADAS CON REFUGIO;DORREGO AV.;3750;;
1947;-58.4969573528310;-34.5654933807;;;;;
1003237;-58.4825724958167;-34.5656780635;PARADAS DE POSTE;CONGRESO AV.;4395;;
1001989;-58.4398198921629;-34.5656966951;PARADA NO OFICIAL;CAMPOS, LUIS M. AV.;1151;;
15956;-58.5075887801382;-34.5657094762;;;;;
1002002;-58.4356194613145;-34.5668256614;PARADAS DE POSTE;SOLDADO DE LA INDEPENDENCIA;893;;
2033;-58.4673736850271;-34.5669156249;;;;;
1002768;-58.4576266000640;-34.5684486793;PARADAS DE POSTE;ELCANO;2765;;
1002447;-58.4655532104592;-34.5689350796;PARADAS DE POSTE;SUPERI;1987;ECHEVERRIA;SUCRE, ANTONIO JOSE DE, MCAL.
1005214;-58.4888544489448;-34.5694876843;PARADA NO OFICIAL;DIAZ COLODRERO;;LE BRETON, TOMAS A.;CONGRESO AV.
1004780;-58.4788361990041;-34.5698333982;PARADAS DE POSTE;MONROE;4383;;ACHA, MARIANO, GRAL.
1001982;-58.4355292322491;-34.5703420928;PARADA NO OFICIAL;CAMPOS, LUIS M. AV.;687;;
1006894;-58.3981327021587;-34.5704660699;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;1315;;
1007259;-58.5095563771594;-34.5707044622;PARADAS CON REFUGIO;PAZ, GRAL. AV. COLECTORA;;DI PASCUALE, JORGE;DE LOS CONSTITUYENTES AV.
1001758;-58.4573817244613;-34.5713247410;PARADAS DE POSTE;ZAPIOLA;1514;ELCANO AV.;AVILES, VIRREY
1001355;-58.4233547509960;-34.5714399024;PARADAS CON REFUGIO;BULLRICH, INT. AV.;;CERVIÑO AV.;DEL LIBERTADOR AV.
1001331;-58.4219697190994;-34.5719759415;PARADA NO OFICIAL;DEL LIBERTADOR AV.;3810;BULLRICH, INT. AV.;SINCLAIR
1001328;-58.4257468556645;-34.5719819030;PARADAS CON REFUGIO;DORREGO AV.;;DEL LIBERTADOR AV.;CERVIÑO AV.
1001976;-58.4339618953596;-34.5719930774;PARADA NO OFICIAL;CAMPOS, LUIS M. AV.;495;;ORTEGA Y GASSET
1001978;-58.4339618953596;-34.5719930774;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;495;;
471;-58.4602616525136;-34.5720083051;;;;;
1003220;-58.4945929023126;-34.5720181937;PARADAS CON REFUGIO;CONGRESO AV.;5489;BONORINO, MARTINIANO;ALTOLAGUIRRE
1006893;-58.3952662857953;-34.5720999302;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;1211;;
1001974;-58.4338523701997;-34.5721078634;PARADA NO OFICIAL;CAMPOS, LUIS M. AV.;475;;
1002298;-58.4338523701997;-34.5721078634;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;465;;
1001903;-58.4109192323500;-34.5721879802;PARADAS CON REFUGIO;FIGUEROA ALCORTA, PRES. AV.;;SARMIENTO AV.;CASARES AV.
1003206;-58.5050627789068;-34.5722272546;PARADAS CON REFUGIO;DE LOS CONSTITUYENTES AV.;5993;PEDRAZA, MANUELA;TAMBORINI, JOSE PASCUAL
1002418;-58.4674527102480;-34.5726149399;PARADAS DE POSTE;LA PAMPA;3758;;
1004641;-58.4705820585721;-34.5729413471;PARADA NO OFICIAL;SUCRE, ANTONIO JOSE DE, MCAL.;3991;;TRONADOR
1005134;-58.4812596234334;-34.5729505204;PARADAS CON REFUGIO;ALVAREZ THOMAS AV.;2973;;BLANCO ENCALADA
1001970;-58.4327477500151;-34.5732652481;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;317;;
2488;-58.4969616762359;-34.5733359021;;;;;
1001786;-58.4548886003096;-34.5740566568;PARADA NO OFICIAL;FREIRE, RAMON, CAP. GRAL.;1187;LORETO, VIRREY;ZABALA
2555;-58.4863610367362;-34.5743103601;;;;;
1005095;-58.4908346294825;-34.5744553046;PARADA NO OFICIAL;CULLEN;5367;BUCARELLI;
2591;-58.4894297351313;-34.5748668630;;;;;
1001755;-58.4474508078059;-34.5749003451;PARADA NO OFICIAL;CONESA;685;LACROZE, FEDERICO AV.;OLLEROS
2625;-58.4467337743930;-34.5752658750;;;;;
2629;-58.4526689215520;-34.5753029875;;;;;
1001761;-58.4524090496733;-34.5753575760;PARADA NO OFICIAL;FREIRE, RAMON, CAP. GRAL.;989;CESPEDES;PALPA
1001664;-58.4134463639123;-34.5756970478;PARADAS CON REFUGIO;DEL LIBERTADOR AV.;;SARMIENTO AV.;REPUBLICA DE LA INDIA
1002414;-58.4627508647742;-34.5757358145;PARADAS DE POSTE;FOREST AV.;1438;ZARRAGA;DE LOS INCAS AV.
1004637;-58.4729857896728;-34.5757622476;PARADAS DE POSTE;LA PAMPA;4320;;DONADO
1002359;-58.4483747815387;-34.5758338856;PARADAS CON REFUGIO;LACROZE, FEDERICO AV.;2985;ZAPIOLA;CONESA
1002429;-58.4610560333485;-34.5763165293;PARADAS DE POSTE;DELGADO;1406;;
1004619;-58.4991653752574;-34.5765717564;PARADAS DE POSTE;DE LOS CONSTITUYENTES AV.;5318;;FRANCO
2750;-58.4597918511082;-34.5769094188;;;;;
1005042;-58.4821062669935;-34.5771137434;PARADAS DE POSTE;TRIUNVIRATO AV.;;JURAMENTO;MENDOZA
1001337;-58.4062259260789;-34.5777465647;PARADAS DE POSTE;CASTEX;3408;CAVIA;SALGUERO, JERONIMO
1000711;-58.4279691556057;-34.5777995385;PARADAS CON REFUGIO;SANTA FE AV.;4844;FITZ ROY;HUMBOLDT
1004727;-58.5028390977334;-34.5778424916;PARADAS DE POSTE;ARTIGAS, JOSE GERVASIO, GRAL.;5404;;
1004725;-58.5025354688511;-34.5780252462;PARADAS DE POSTE;ARTIGAS, JOSE GERVASIO, GRAL.;5397;BAZURCO;FRANCO
1001787;-58.4592275533590;-34.5782529408;PARADAS CON REFUGIO;ALVAREZ THOMAS AV.;1245;ARREDONDO, VIRREY;LORETO, VIRREY
14621;-58.3828568507193;-34.5784486158;;;;;
1003214;-58.5117639389875;-34.5787041535;PARADAS DE POSTE;ALBARELLOS AV.;3033;ARGERICH;DEL FOMENTISTA AV.
1000701;-58.4250232356369;-34.5789838475;PARADAS DE POSTE;SANTA FE AV.;4560;GODOY CRUZ;FRAY JUSTO SANTAMARIA DE ORO
1003509;-58.4709123521587;-34.5790922098;PARADAS DE POSTE;DONADO;1422;;
1002367;-58.4515851563532;-34.5792081012;PARADAS DE POSTE;GARCIA, TEODORO;3399;MARTINEZ, ENRIQUE, GRAL.;DELGADO
1000907;-58.4122202006680;-34.5792750496;PARADAS DE POSTE;CERVIÑO AV.;3778;UGARTECHE;REPUBLICA ARABE SIRIA
20783;-58.4238565633978;-34.5795490457;;;;;
1005025;-58.5010194635323;-34.5798536897;PARADA NO OFICIAL;ARTIGAS, JOSE GERVASIO, GRAL.;5142;SUAREZ, JOSE LEON;
1006901;-58.3769115276747;-34.5799936798;PARADAS CON REFUGIO;CASTILLO, RAMON S., PRES. AV.;950;;
20781;-58.4226693636405;-34.5803642288;;;;;
1002390;-58.4513873928227;-34.5804634632;PARADAS CON REFUGIO;ALVAREZ THOMAS AV.;618;LACROZE, FEDERICO AV.;GARCIA, TEODORO
15963;-58.5146187253010;-34.5805000229;;;;;
1001781;-58.4506721006243;-34.5805008495;PARADAS CON REFUGIO;ALVAREZ THOMAS AV.;595;LACROZE, FEDERICO AV.;OLLEROS
1003627;-58.4611039150416;-34.5807863187;PARADAS DE POSTE;CHARLONE;1332;;
1003628;-58.4607208351934;-34.5808012200;PARADA NO OFICIAL;CHARLONE;1304;;
1003629;-58.4607208351934;-34.5808012200;PARADAS DE POSTE;CHARLONE;1304;;
1000681;-58.4228963110998;-34.5808841628;PARADAS DE POSTE;URIARTE;2473;GUEMES;SANTA FE AV.
1000155;-58.4382133604002;-34.5809629633;PARADA NO OFICIAL;EL SALVADOR;5895;CARRANZA, ANGEL JUSTINIANO;RAVIGNANI, EMILIO, DR.
1003486;-58.4746267782447;-34.5809688944;PARADAS DE POSTE;TRIUNVIRATO AV.;3766;LA HAYA;DE LOS INCAS AV.
1003485;-58.4745077597215;-34.5811070735;PARADAS DE POSTE;TRIUNVIRATO AV.;3760;LA HAYA;DE LOS INCAS AV.
1001334;-58.4040433173140;-34.5812438920;PARADAS CON REFUGIO;DEL LIBERTADOR AV.;2230;DIAZ, CNEL. AV.;CABELLO
1000953;-58.4199726794188;-34.5813591449;PARADAS CON REFUGIO;LAS HERAS GENERAL AV.;;REPUBLICA DE LA INDIA;CALZADA CIRCULAR PLAZA ITALIA
1000949;-58.4195236610969;-34.5814431490;PARADAS CON REFUGIO;LAS HERAS GENERAL AV.;;REPUBLICA DE LA INDIA;CALZADA CIRCULAR PLAZA ITALIA
1000896;-58.4333312812809;-34.5814796193;PARADA NO OFICIAL;FITZ ROY;2016;SOLER;NICARAGUA
1000651;-58.4212771780165;-34.5816475339;PARADAS DE POSTE;SANTA FE AV.;4138;THAMES;BORGES, JORGE LUIS
1000930;-58.4112360913328;-34.5818504565;PARADAS CON REFUGIO;LAS HERAS GENERAL AV.;3741;SALGUERO, JERONIMO;SCALABRINI ORTIZ, RAUL AV.
3259;-58.4101888915021;-34.5822366897;;;;;
1004750;-58.5024181769737;-34.5824604695;PARADA NO OFICIAL;LADINES;2712;;
3335;-58.3893926377167;-34.5829557892;;;;;
3340;-58.4240194688545;-34.5830161842;;;;;
1000922;-58.4066724195451;-34.5831906379;PARADAS CON REFUGIO;LAS HERAS GENERAL AV.;3253;DIAZ, CNEL. AV.;BULNES
1000905;-58.4131270229065;-34.5832640563;PARADAS DE POSTE;SCALABRINI ORTIZ, RAUL;2824;LAS HERAS GENERAL AV.;JUNCAL
1000826;-58.4184588382109;-34.5833358629;PARADAS CON REFUGIO;SANTA FE AV.;3965;ARMENIA;GURRUCHAGA
3469;-58.4402157201251;-34.5841693037;;;;;
1000098;-58.4447866511219;-34.5842479849;PARADAS DE POSTE;DORREGO;1512;VEGA, NICETO, CNEL. AV.;CORDOBA AV.
1000512;-58.4007454020388;-34.5844128332;PARADAS CON REFUGIO;LAS HERAS GENERAL AV.;2680;PEREYRA LUCENA;TAGLE
3498;-58.4005437183744;-34.5844718278;;;;;
1004741;-58.4948940711236;-34.5845147635;PARADA NO OFICIAL;ZAMUDIO;4477;;
1004737;-58.4964577378987;-34.5848650366;PARADAS DE POSTE;ARTIGAS, JOSE GERVASIO, GRAL.;4514;;
1000095;-58.4439379659337;-34.5849854803;PARADAS CON REFUGIO;CORDOBA AV.;5949;RAVIGNANI, EMILIO, DR.;AREVALO
3565;-58.4794299795929;-34.5850264603;;;;;
1000835;-58.4147385616529;-34.5858499394;PARADAS DE POSTE;SANTA FE AV.;3589;ALVAREZ, JULIAN;ARAOZ
1000786;-58.4172691973143;-34.5858622438;PARADAS DE POSTE;SCALABRINI ORTIZ, RAUL AV.;2418;SANTA FE AV.;GUEMES
3665;-58.4403783835914;-34.5859944080;;;;;
1001005;-58.3945689934334;-34.5860608691;PARADAS CON REFUGIO;PUEYRREDON AV.;2434;LEVENE, RICARDO, DR.;GUIDO
